Entity,Code,Day,total_vaccinations
Isle of Man,IMN,2021-04-23,68442
Isle of Man,IMN,2021-04-25,69658
Isle of Man,IMN,2021-04-26,70249
Isle of Man,IMN,2021-04-27,70810
Isle of Man,IMN,2021-04-28,71703
Isle of Man,IMN,2021-04-29,72617
Isle of Man,IMN,2021-05-01,72626
Isle of Man,IMN,2021-05-03,72673
Isle of Man,IMN,2021-05-04,73471
Isle of Man,IMN,2021-05-06,75013
Isle of Man,IMN,2021-05-08,75037
Isle of Man,IMN,2021-05-09,75783
Isle of Man,IMN,2021-05-11,76403
Isle of Man,IMN,2021-05-12,76977
Isle of Man,IMN,2021-05-18,78417
Isle of Man,IMN,2021-05-19,79300
Isle of Man,IMN,2021-05-20,80356
Isle of Man,IMN,2021-05-21,81423
Isle of Man,IMN,2021-05-22,81855
Isle of Man,IMN,2021-05-23,83163
Isle of Man,IMN,2021-05-24,83831
Isle of Man,IMN,2021-05-25,85971
Isle of Man,IMN,2021-05-26,86707
Isle of Man,IMN,2021-05-27,87476
Isle of Man,IMN,2021-05-28,89077
Isle of Man,IMN,2021-05-29,89507
Isle of Man,IMN,2021-06-03,89727
Isle of Man,IMN,2021-06-09,89784
Isle of Man,IMN,2021-06-14,90677
Isle of Man,IMN,2021-06-15,90991
Isle of Man,IMN,2021-06-16,91896
Isle of Man,IMN,2021-06-17,93033
Isle of Man,IMN,2021-06-19,94630
Isle of Man,IMN,2021-06-20,95763
Isle of Man,IMN,2021-06-22,97379
Isle of Man,IMN,2021-06-23,98546
Isle of Man,IMN,2021-06-24,99842
Isle of Man,IMN,2021-06-25,100971
Isle of Man,IMN,2021-06-28,104254
Isle of Man,IMN,2021-06-29,104999
Isle of Man,IMN,2021-07-01,107331
Isle of Man,IMN,2021-07-02,108637
Isle of Man,IMN,2021-07-03,109025
Isle of Man,IMN,2021-07-04,109354
Isle of Man,IMN,2021-07-05,110561
Isle of Man,IMN,2021-07-06,111316
Isle of Man,IMN,2021-07-07,112086
Isle of Man,IMN,2021-07-08,112670
Isle of Man,IMN,2021-07-09,113007
Isle of Man,IMN,2021-07-10,113598
Isle of Man,IMN,2021-07-11,114190
Isle of Man,IMN,2021-07-12,114938
Isle of Man,IMN,2021-07-13,115567
Isle of Man,IMN,2021-07-14,116594
Isle of Man,IMN,2021-07-15,117677
Isle of Man,IMN,2021-07-18,118490
Isle of Man,IMN,2021-07-19,120027
Isle of Man,IMN,2021-07-20,120042
Isle of Man,IMN,2021-07-21,121030
Isle of Man,IMN,2021-07-25,121047
Isle of Man,IMN,2021-07-26,121819
Isle of Man,IMN,2021-07-27,122556
Isle of Man,IMN,2021-07-28,123254
Isle of Man,IMN,2021-07-30,123420
Isle of Man,IMN,2021-07-31,123947
Isle of Man,IMN,2021-08-02,124375
Isle of Man,IMN,2021-08-03,124807
Isle of Man,IMN,2021-08-11,125593
Isle of Man,IMN,2021-08-16,125602
Isle of Man,IMN,2021-08-17,125632
Isle of Man,IMN,2021-08-20,125652
Isle of Man,IMN,2021-08-21,125989
Isle of Man,IMN,2021-08-23,126002
Isle of Man,IMN,2021-08-24,126781
Isle of Man,IMN,2021-08-29,126931
Isle of Man,IMN,2021-08-31,127589
Isle of Man,IMN,2021-09-01,127749
Isle of Man,IMN,2021-09-05,127865
Isle of Man,IMN,2021-09-06,128307
Isle of Man,IMN,2021-09-08,128384
Isle of Man,IMN,2021-09-09,128522
Isle of Man,IMN,2021-09-10,128603
Isle of Man,IMN,2021-09-13,128702
Isle of Man,IMN,2021-09-16,128915
Isle of Man,IMN,2021-09-21,129296
Isle of Man,IMN,2021-09-24,129302
Isle of Man,IMN,2021-09-28,129319
Isle of Man,IMN,2021-10-01,129395
Isle of Man,IMN,2021-10-02,129399
Isle of Man,IMN,2021-10-03,129400
Isle of Man,IMN,2021-10-04,129479
Isle of Man,IMN,2021-10-05,129480
Isle of Man,IMN,2021-10-06,129481
Isle of Man,IMN,2021-10-09,129489
Isle of Man,IMN,2021-10-10,129494
Isle of Man,IMN,2021-10-12,129495
Isle of Man,IMN,2021-10-13,129510
Isle of Man,IMN,2021-10-14,129525
Isle of Man,IMN,2021-10-19,131535
Isle of Man,IMN,2021-10-21,131628
Isle of Man,IMN,2021-10-25,131770
Isle of Man,IMN,2021-10-29,132279
Isle of Man,IMN,2021-10-30,132309
Isle of Man,IMN,2021-11-01,132421
Isle of Man,IMN,2021-11-02,132426
Isle of Man,IMN,2021-11-05,132518
Isle of Man,IMN,2021-11-06,132858
Isle of Man,IMN,2021-11-08,132859
Isle of Man,IMN,2021-11-12,132860
Isle of Man,IMN,2021-11-13,132861
Isle of Man,IMN,2021-11-16,132864
Isle of Man,IMN,2021-11-18,132925
Isle of Man,IMN,2021-11-23,132973
Isle of Man,IMN,2021-11-24,132977
Israel,ISR,2020-12-19,65
Israel,ISR,2020-12-20,7450
Israel,ISR,2020-12-21,32356
Israel,ISR,2020-12-22,76989
Israel,ISR,2020-12-23,139875
Israel,ISR,2020-12-24,213262
Israel,ISR,2020-12-25,251753
Israel,ISR,2020-12-26,284356
Israel,ISR,2020-12-27,388853
Israel,ISR,2020-12-28,523812
Israel,ISR,2020-12-29,680017
Israel,ISR,2020-12-30,833048
Israel,ISR,2020-12-31,991507
Israel,ISR,2021-01-01,1062875
Israel,ISR,2021-01-02,1134572
Israel,ISR,2021-01-03,1284220
Israel,ISR,2021-01-04,1436301
Israel,ISR,2021-01-05,1561374
Israel,ISR,2021-01-06,1664636
Israel,ISR,2021-01-07,1780617
Israel,ISR,2021-01-08,1847024
Israel,ISR,2021-01-09,1891553
Israel,ISR,2021-01-10,1935144
Israel,ISR,2021-01-11,1975495
Israel,ISR,2021-01-12,2035142
Israel,ISR,2021-01-13,2143990
Israel,ISR,2021-01-14,2269203
Israel,ISR,2021-01-15,2335812
Israel,ISR,2021-01-16,2391231
Israel,ISR,2021-01-17,2544140
Israel,ISR,2021-01-18,2734165
Israel,ISR,2021-01-19,2944654
Israel,ISR,2021-01-20,3165027
Israel,ISR,2021-01-21,3399161
Israel,ISR,2021-01-22,3508025
Israel,ISR,2021-01-23,3601470
Israel,ISR,2021-01-24,3811080
Israel,ISR,2021-01-25,4031290
Israel,ISR,2021-01-26,4236197
Israel,ISR,2021-01-27,4438960
Israel,ISR,2021-01-28,4648898
Israel,ISR,2021-01-29,4750223
Israel,ISR,2021-01-30,4827283
Israel,ISR,2021-01-31,4959972
Israel,ISR,2021-02-01,5077664
Israel,ISR,2021-02-02,5178647
Israel,ISR,2021-02-03,5290186
Israel,ISR,2021-02-04,5420718
Israel,ISR,2021-02-05,5483302
Israel,ISR,2021-02-06,5527059
Israel,ISR,2021-02-07,5649732
Israel,ISR,2021-02-08,5773639
Israel,ISR,2021-02-09,5907335
Israel,ISR,2021-02-10,6049935
Israel,ISR,2021-02-11,6202965
Israel,ISR,2021-02-12,6279485
Israel,ISR,2021-02-13,6337275
Israel,ISR,2021-02-14,6481079
Israel,ISR,2021-02-15,6638116
Israel,ISR,2021-02-16,6799638
Israel,ISR,2021-02-17,6937046
Israel,ISR,2021-02-18,7085752
Israel,ISR,2021-02-19,7163417
Israel,ISR,2021-02-20,7223711
Israel,ISR,2021-02-21,7381437
Israel,ISR,2021-02-22,7546905
Israel,ISR,2021-02-23,7694505
Israel,ISR,2021-02-24,7818489
Israel,ISR,2021-02-25,7934787
Israel,ISR,2021-02-26,7992567
Israel,ISR,2021-02-27,8032023
Israel,ISR,2021-02-28,8128094
Israel,ISR,2021-03-01,8235045
Israel,ISR,2021-03-02,8340799
Israel,ISR,2021-03-03,8449372
Israel,ISR,2021-03-04,8567952
Israel,ISR,2021-03-05,8625582
Israel,ISR,2021-03-06,8661518
Israel,ISR,2021-03-07,8765339
Israel,ISR,2021-03-08,8865795
Israel,ISR,2021-03-09,8968949
Israel,ISR,2021-03-10,9050751
Israel,ISR,2021-03-11,9142899
Israel,ISR,2021-03-12,9195401
Israel,ISR,2021-03-13,9228483
Israel,ISR,2021-03-14,9323241
Israel,ISR,2021-03-15,9421432
Israel,ISR,2021-03-16,9511458
Israel,ISR,2021-03-17,9587980
Israel,ISR,2021-03-18,9661932
Israel,ISR,2021-03-19,9696678
Israel,ISR,2021-03-20,9717090
Israel,ISR,2021-03-21,9770611
Israel,ISR,2021-03-22,9824500
Israel,ISR,2021-03-23,9834407
Israel,ISR,2021-03-24,9891733
Israel,ISR,2021-03-25,9937197
Israel,ISR,2021-03-26,9954534
Israel,ISR,2021-03-27,9960486
Israel,ISR,2021-03-28,9967122
Israel,ISR,2021-03-29,10003878
Israel,ISR,2021-03-30,10033952
Israel,ISR,2021-03-31,10061347
Israel,ISR,2021-04-01,10087966
Israel,ISR,2021-04-02,10098852
Israel,ISR,2021-04-03,10103132
Israel,ISR,2021-04-04,10135479
Israel,ISR,2021-04-05,10166876
Israel,ISR,2021-04-06,10192406
Israel,ISR,2021-04-07,10216355
Israel,ISR,2021-04-08,10242487
Israel,ISR,2021-04-09,10252071
Israel,ISR,2021-04-10,10257082
Israel,ISR,2021-04-11,10280205
Israel,ISR,2021-04-12,10302115
Israel,ISR,2021-04-13,10312656
Israel,ISR,2021-04-14,10321334
Israel,ISR,2021-04-15,10322357
Israel,ISR,2021-04-16,10332159
Israel,ISR,2021-04-17,10334852
Israel,ISR,2021-04-18,10349244
Israel,ISR,2021-04-19,10362543
Israel,ISR,2021-04-20,10375437
Israel,ISR,2021-04-21,10388624
Israel,ISR,2021-04-22,10401987
Israel,ISR,2021-04-23,10407911
Israel,ISR,2021-04-24,10409849
Israel,ISR,2021-04-25,10421459
Israel,ISR,2021-04-26,10434607
Israel,ISR,2021-04-27,10445497
Israel,ISR,2021-04-28,10457038
Israel,ISR,2021-04-29,10468447
Israel,ISR,2021-04-30,10473324
Israel,ISR,2021-05-01,10474576
Israel,ISR,2021-05-02,10483762
Israel,ISR,2021-05-03,10492898
Israel,ISR,2021-05-04,10500942
Israel,ISR,2021-05-05,10508043
Israel,ISR,2021-05-06,10514517
Israel,ISR,2021-05-07,10518578
Israel,ISR,2021-05-08,10519213
Israel,ISR,2021-05-09,10526658
Israel,ISR,2021-05-10,10534033
Israel,ISR,2021-05-11,10540216
Israel,ISR,2021-05-12,10545253
Israel,ISR,2021-05-13,10550663
Israel,ISR,2021-05-14,10552862
Israel,ISR,2021-05-15,10553218
Israel,ISR,2021-05-16,10554828
Israel,ISR,2021-05-17,10555811
Israel,ISR,2021-05-18,10562503
Israel,ISR,2021-05-19,10569493
Israel,ISR,2021-05-20,10575416
Israel,ISR,2021-05-21,10577750
Israel,ISR,2021-05-22,10578244
Israel,ISR,2021-05-23,10583617
Israel,ISR,2021-05-24,10589124
Israel,ISR,2021-05-25,10593299
Israel,ISR,2021-05-26,10596946
Israel,ISR,2021-05-27,10601678
Israel,ISR,2021-05-28,10603622
Israel,ISR,2021-05-29,10603917
Israel,ISR,2021-05-30,10607338
Israel,ISR,2021-05-31,10610930
Israel,ISR,2021-06-01,10613882
Israel,ISR,2021-06-02,10616724
Israel,ISR,2021-06-03,10619599
Israel,ISR,2021-06-04,10621162
Israel,ISR,2021-06-05,10621366
Israel,ISR,2021-06-06,10626482
Israel,ISR,2021-06-07,10631450
Israel,ISR,2021-06-08,10636118
Israel,ISR,2021-06-09,10640786
Israel,ISR,2021-06-10,10645162
Israel,ISR,2021-06-11,10646872
Israel,ISR,2021-06-12,10647123
Israel,ISR,2021-06-13,10651364
Israel,ISR,2021-06-14,10655693
Israel,ISR,2021-06-15,10659933
Israel,ISR,2021-06-16,10663405
Israel,ISR,2021-06-17,10667067
Israel,ISR,2021-06-18,10668587
Israel,ISR,2021-06-19,10668825
Israel,ISR,2021-06-20,10673323
Israel,ISR,2021-06-21,10679511
Israel,ISR,2021-06-22,10687255
Israel,ISR,2021-06-23,10698993
Israel,ISR,2021-06-24,10712212
Israel,ISR,2021-06-25,10719974
Israel,ISR,2021-06-26,10722300
Israel,ISR,2021-06-27,10739207
Israel,ISR,2021-06-28,10757126
Israel,ISR,2021-06-29,10777276
Israel,ISR,2021-06-30,10796827
Israel,ISR,2021-07-01,10816758
Israel,ISR,2021-07-02,10827907
Israel,ISR,2021-07-03,10830760
Israel,ISR,2021-07-04,10851526
Israel,ISR,2021-07-05,10872183
Israel,ISR,2021-07-06,10893197
Israel,ISR,2021-07-07,10911138
Israel,ISR,2021-07-08,10930331
Israel,ISR,2021-07-09,10942726
Israel,ISR,2021-07-10,10947946
Israel,ISR,2021-07-11,10952131
Israel,ISR,2021-07-12,10958047
Israel,ISR,2021-07-13,10966338
Israel,ISR,2021-07-14,10976792
Israel,ISR,2021-07-15,10989157
Israel,ISR,2021-07-16,10996145
Israel,ISR,2021-07-17,10997766
Israel,ISR,2021-07-18,11009706
Israel,ISR,2021-07-19,11024449
Israel,ISR,2021-07-20,11039149
Israel,ISR,2021-07-21,11053459
Israel,ISR,2021-07-22,11069757
Israel,ISR,2021-07-23,11079866
Israel,ISR,2021-07-24,11081852
Israel,ISR,2021-07-25,11101838
Israel,ISR,2021-07-26,11120587
Israel,ISR,2021-07-27,11139799
Israel,ISR,2021-07-28,11156364
Israel,ISR,2021-07-29,11175459
Israel,ISR,2021-07-30,11192839
Israel,ISR,2021-07-31,11203832
Israel,ISR,2021-08-01,11241181
Israel,ISR,2021-08-02,11305735
Israel,ISR,2021-08-03,11391142
Israel,ISR,2021-08-04,11478408
Israel,ISR,2021-08-05,11574694
Israel,ISR,2021-08-06,11623487
Israel,ISR,2021-08-07,11652407
Israel,ISR,2021-08-08,11740429
Israel,ISR,2021-08-09,11825083
Israel,ISR,2021-08-10,11909026
Israel,ISR,2021-08-11,11980059
Israel,ISR,2021-08-12,12049644
Israel,ISR,2021-08-13,12099183
Israel,ISR,2021-08-14,12146624
Israel,ISR,2021-08-15,12256123
Israel,ISR,2021-08-16,12357102
Israel,ISR,2021-08-17,12452872
Israel,ISR,2021-08-18,12535140
Israel,ISR,2021-08-19,12616187
Israel,ISR,2021-08-20,12683963
Israel,ISR,2021-08-21,12739611
Israel,ISR,2021-08-22,12859186
Israel,ISR,2021-08-23,12968278
Israel,ISR,2021-08-24,13082920
Israel,ISR,2021-08-25,13196247
Israel,ISR,2021-08-26,13312291
Israel,ISR,2021-08-27,13375877
Israel,ISR,2021-08-28,13414465
Israel,ISR,2021-08-29,13510087
Israel,ISR,2021-08-30,13645135
Israel,ISR,2021-08-31,13778274
Israel,ISR,2021-09-01,13905413
Israel,ISR,2021-09-02,14032572
Israel,ISR,2021-09-03,14099090
Israel,ISR,2021-09-04,14133618
Israel,ISR,2021-09-05,14220234
Israel,ISR,2021-09-06,14248394
Israel,ISR,2021-09-07,14255719
Israel,ISR,2021-09-08,14264775
Israel,ISR,2021-09-09,14358012
Israel,ISR,2021-09-10,14404012
Israel,ISR,2021-09-11,14423337
Israel,ISR,2021-09-12,14492008
Israel,ISR,2021-09-13,14553623
Israel,ISR,2021-09-14,14614651
Israel,ISR,2021-09-15,14635658
Israel,ISR,2021-09-16,14638183
Israel,ISR,2021-09-17,14691599
Israel,ISR,2021-09-18,14709495
Israel,ISR,2021-09-19,14770356
Israel,ISR,2021-09-20,14794793
Israel,ISR,2021-09-21,14801518
Israel,ISR,2021-09-22,14837935
Israel,ISR,2021-09-23,14875892
Israel,ISR,2021-09-24,14910820
Israel,ISR,2021-09-25,14925497
Israel,ISR,2021-09-26,14973240
Israel,ISR,2021-09-27,15012680
Israel,ISR,2021-09-28,15021459
Israel,ISR,2021-09-29,15099576
Israel,ISR,2021-09-30,15198571
Israel,ISR,2021-10-01,15253878
Israel,ISR,2021-10-02,15281196
Israel,ISR,2021-10-03,15370735
Israel,ISR,2021-10-04,15439512
Israel,ISR,2021-10-05,15493539
Israel,ISR,2021-10-06,15539170
Israel,ISR,2021-10-07,15583942
Israel,ISR,2021-10-08,15608733
Israel,ISR,2021-10-09,15618852
Israel,ISR,2021-10-10,15648672
Israel,ISR,2021-10-11,15672979
Israel,ISR,2021-10-12,15695164
Israel,ISR,2021-10-13,15714513
Israel,ISR,2021-10-14,15737452
Israel,ISR,2021-10-15,15749686
Israel,ISR,2021-10-16,15755322
Israel,ISR,2021-10-17,15773665
Israel,ISR,2021-10-18,15787700
Israel,ISR,2021-10-19,15800515
Israel,ISR,2021-10-20,15815172
Israel,ISR,2021-10-21,15833267
Israel,ISR,2021-10-22,15841616
Israel,ISR,2021-10-23,15845926
Israel,ISR,2021-10-24,15860861
Israel,ISR,2021-10-25,15874545
Israel,ISR,2021-10-26,15887322
Israel,ISR,2021-10-27,15899948
Israel,ISR,2021-10-28,15913676
Israel,ISR,2021-10-29,15919655
Israel,ISR,2021-10-30,15922165
Israel,ISR,2021-10-31,15935076
Israel,ISR,2021-11-01,15945214
Israel,ISR,2021-11-02,15955367
Israel,ISR,2021-11-03,15964374
Israel,ISR,2021-11-04,15976209
Israel,ISR,2021-11-05,15981159
Israel,ISR,2021-11-06,15983185
Israel,ISR,2021-11-07,15992572
Israel,ISR,2021-11-08,16000872
Israel,ISR,2021-11-09,16009015
Israel,ISR,2021-11-10,16016635
Israel,ISR,2021-11-11,16025767
Israel,ISR,2021-11-12,16029900
Israel,ISR,2021-11-13,16031475
Israel,ISR,2021-11-14,16039632
Israel,ISR,2021-11-15,16047037
Israel,ISR,2021-11-16,16053834
Israel,ISR,2021-11-17,16060269
Israel,ISR,2021-11-18,16068080
Israel,ISR,2021-11-19,16071673
Israel,ISR,2021-11-20,16072963
Israel,ISR,2021-11-21,16080637
Israel,ISR,2021-11-22,16087813
Israel,ISR,2021-11-23,16101805
Israel,ISR,2021-11-24,16105938
Italy,ITA,2020-12-27,7338
Italy,ITA,2020-12-28,8840
Italy,ITA,2020-12-29,9934
Italy,ITA,2020-12-30,14785
Italy,ITA,2020-12-31,40675
Italy,ITA,2021-01-01,51935
Italy,ITA,2021-01-02,90934
Italy,ITA,2021-01-03,126770
Italy,ITA,2021-01-04,196274
Italy,ITA,2021-01-05,276440
Italy,ITA,2021-01-06,341567
Italy,ITA,2021-01-07,434092
Italy,ITA,2021-01-08,530908
Italy,ITA,2021-01-09,619041
Italy,ITA,2021-01-10,679848
Italy,ITA,2021-01-11,761825
Italy,ITA,2021-01-12,845180
Italy,ITA,2021-01-13,940448
Italy,ITA,2021-01-14,1034602
Italy,ITA,2021-01-15,1125334
Italy,ITA,2021-01-16,1191259
Italy,ITA,2021-01-17,1228827
Italy,ITA,2021-01-18,1273396
Italy,ITA,2021-01-19,1306923
Italy,ITA,2021-01-20,1338374
Italy,ITA,2021-01-21,1374834
Italy,ITA,2021-01-22,1402121
Italy,ITA,2021-01-23,1441448
Italy,ITA,2021-01-24,1475462
Italy,ITA,2021-01-25,1544992
Italy,ITA,2021-01-26,1625771
Italy,ITA,2021-01-27,1696919
Italy,ITA,2021-01-28,1791053
Italy,ITA,2021-01-29,1890013
Italy,ITA,2021-01-30,1980687
Italy,ITA,2021-01-31,2040582
Italy,ITA,2021-02-01,2126660
Italy,ITA,2021-02-02,2215148
Italy,ITA,2021-02-03,2315299
Italy,ITA,2021-02-04,2423960
Italy,ITA,2021-02-05,2531851
Italy,ITA,2021-02-06,2609996
Italy,ITA,2021-02-07,2652343
Italy,ITA,2021-02-08,2719461
Italy,ITA,2021-02-09,2786638
Italy,ITA,2021-02-10,2859863
Italy,ITA,2021-02-11,2935063
Italy,ITA,2021-02-12,3009519
Italy,ITA,2021-02-13,3062420
Italy,ITA,2021-02-14,3092440
Italy,ITA,2021-02-15,3155478
Italy,ITA,2021-02-16,3226930
Italy,ITA,2021-02-17,3307554
Italy,ITA,2021-02-18,3398057
Italy,ITA,2021-02-19,3491516
Italy,ITA,2021-02-20,3570039
Italy,ITA,2021-02-21,3621223
Italy,ITA,2021-02-22,3727185
Italy,ITA,2021-02-23,3833993
Italy,ITA,2021-02-24,3956449
Italy,ITA,2021-02-25,4085217
Italy,ITA,2021-02-26,4224016
Italy,ITA,2021-02-27,4351045
Italy,ITA,2021-02-28,4429295
Italy,ITA,2021-03-01,4565158
Italy,ITA,2021-03-02,4727377
Italy,ITA,2021-03-03,4915044
Italy,ITA,2021-03-04,5113521
Italy,ITA,2021-03-05,5320143
Italy,ITA,2021-03-06,5498659
Italy,ITA,2021-03-07,5601620
Italy,ITA,2021-03-08,5783694
Italy,ITA,2021-03-09,5979531
Italy,ITA,2021-03-10,6195745
Italy,ITA,2021-03-11,6420663
Italy,ITA,2021-03-12,6633539
Italy,ITA,2021-03-13,6811042
Italy,ITA,2021-03-14,6917046
Italy,ITA,2021-03-15,7092516
Italy,ITA,2021-03-16,7233142
Italy,ITA,2021-03-17,7399131
Italy,ITA,2021-03-18,7563092
Italy,ITA,2021-03-19,7739460
Italy,ITA,2021-03-20,7915714
Italy,ITA,2021-03-21,8046406
Italy,ITA,2021-03-22,8242854
Italy,ITA,2021-03-23,8469689
Italy,ITA,2021-03-24,8727669
Italy,ITA,2021-03-25,8999126
Italy,ITA,2021-03-26,9271452
Italy,ITA,2021-03-27,9512815
Italy,ITA,2021-03-28,9676450
Italy,ITA,2021-03-29,9920533
Italy,ITA,2021-03-30,10191097
Italy,ITA,2021-03-31,10498284
Italy,ITA,2021-04-01,10786744
Italy,ITA,2021-04-02,11070210
Italy,ITA,2021-04-03,11300983
Italy,ITA,2021-04-04,11397275
Italy,ITA,2021-04-05,11568597
Italy,ITA,2021-04-06,11855418
Italy,ITA,2021-04-07,12190194
Italy,ITA,2021-04-08,12529963
Italy,ITA,2021-04-09,12866416
Italy,ITA,2021-04-10,13188219
Italy,ITA,2021-04-11,13390462
Italy,ITA,2021-04-12,13658356
Italy,ITA,2021-04-13,13948704
Italy,ITA,2021-04-14,14270799
Italy,ITA,2021-04-15,14623482
Italy,ITA,2021-04-16,15004617
Italy,ITA,2021-04-17,15365171
Italy,ITA,2021-04-18,15607518
Italy,ITA,2021-04-19,15919151
Italy,ITA,2021-04-20,16253687
Italy,ITA,2021-04-21,16627819
Italy,ITA,2021-04-22,17028098
Italy,ITA,2021-04-23,17434527
Italy,ITA,2021-04-24,17822171
Italy,ITA,2021-04-25,18090014
Italy,ITA,2021-04-26,18435394
Italy,ITA,2021-04-27,18809798
Italy,ITA,2021-04-28,19219967
Italy,ITA,2021-04-29,19750773
Italy,ITA,2021-04-30,20280437
Italy,ITA,2021-05-01,20714337
Italy,ITA,2021-05-02,21084726
Italy,ITA,2021-05-03,21498338
Italy,ITA,2021-05-04,21951801
Italy,ITA,2021-05-05,22438534
Italy,ITA,2021-05-06,22960290
Italy,ITA,2021-05-07,23506190
Italy,ITA,2021-05-08,24020437
Italy,ITA,2021-05-09,24404314
Italy,ITA,2021-05-10,24846188
Italy,ITA,2021-05-11,25304411
Italy,ITA,2021-05-12,25789958
Italy,ITA,2021-05-13,26319813
Italy,ITA,2021-05-14,26875559
Italy,ITA,2021-05-15,27420864
Italy,ITA,2021-05-16,27830807
Italy,ITA,2021-05-17,28298590
Italy,ITA,2021-05-18,28768681
Italy,ITA,2021-05-19,29256564
Italy,ITA,2021-05-20,29810808
Italy,ITA,2021-05-21,30383367
Italy,ITA,2021-05-22,30906241
Italy,ITA,2021-05-23,31313796
Italy,ITA,2021-05-24,31778671
Italy,ITA,2021-05-25,32258707
Italy,ITA,2021-05-26,32786748
Italy,ITA,2021-05-27,33377538
Italy,ITA,2021-05-28,33972653
Italy,ITA,2021-05-29,34497474
Italy,ITA,2021-05-30,34899609
Italy,ITA,2021-05-31,35380040
Italy,ITA,2021-06-01,35848848
Italy,ITA,2021-06-02,36261085
Italy,ITA,2021-06-03,36858842
Italy,ITA,2021-06-04,37491899
Italy,ITA,2021-06-05,38110390
Italy,ITA,2021-06-06,38622505
Italy,ITA,2021-06-07,39193836
Italy,ITA,2021-06-08,39776257
Italy,ITA,2021-06-09,40370750
Italy,ITA,2021-06-10,41004896
Italy,ITA,2021-06-11,41628044
Italy,ITA,2021-06-12,42194507
Italy,ITA,2021-06-13,42629893
Italy,ITA,2021-06-14,43163630
Italy,ITA,2021-06-15,43700225
Italy,ITA,2021-06-16,44258180
Italy,ITA,2021-06-17,44863211
Italy,ITA,2021-06-18,45472828
Italy,ITA,2021-06-19,46031925
Italy,ITA,2021-06-20,46469533
Italy,ITA,2021-06-21,47028284
Italy,ITA,2021-06-22,47599962
Italy,ITA,2021-06-23,48168411
Italy,ITA,2021-06-24,48780369
Italy,ITA,2021-06-25,49397932
Italy,ITA,2021-06-26,49953170
Italy,ITA,2021-06-27,50384749
Italy,ITA,2021-06-28,50944211
Italy,ITA,2021-06-29,51507616
Italy,ITA,2021-06-30,52081103
Italy,ITA,2021-07-01,52650375
Italy,ITA,2021-07-02,53205990
Italy,ITA,2021-07-03,53733072
Italy,ITA,2021-07-04,54147482
Italy,ITA,2021-07-05,54688011
Italy,ITA,2021-07-06,55226455
Italy,ITA,2021-07-07,55774880
Italy,ITA,2021-07-08,56360489
Italy,ITA,2021-07-09,56959336
Italy,ITA,2021-07-10,57528368
Italy,ITA,2021-07-11,57939454
Italy,ITA,2021-07-12,58506414
Italy,ITA,2021-07-13,59078029
Italy,ITA,2021-07-14,59645734
Italy,ITA,2021-07-15,60260269
Italy,ITA,2021-07-16,60856925
Italy,ITA,2021-07-17,61394790
Italy,ITA,2021-07-18,61839501
Italy,ITA,2021-07-19,62414192
Italy,ITA,2021-07-20,62981751
Italy,ITA,2021-07-21,63566229
Italy,ITA,2021-07-22,64173010
Italy,ITA,2021-07-23,64760613
Italy,ITA,2021-07-24,65255529
Italy,ITA,2021-07-25,65618690
Italy,ITA,2021-07-26,66183983
Italy,ITA,2021-07-27,66757765
Italy,ITA,2021-07-28,67297345
Italy,ITA,2021-07-29,67837153
Italy,ITA,2021-07-30,68353243
Italy,ITA,2021-07-31,68785543
Italy,ITA,2021-08-01,69081686
Italy,ITA,2021-08-02,69559742
Italy,ITA,2021-08-03,70028606
Italy,ITA,2021-08-04,70506612
Italy,ITA,2021-08-05,70968549
Italy,ITA,2021-08-06,71408178
Italy,ITA,2021-08-07,71753367
Italy,ITA,2021-08-08,72012788
Italy,ITA,2021-08-09,72420312
Italy,ITA,2021-08-10,72797925
Italy,ITA,2021-08-11,73156927
Italy,ITA,2021-08-12,73495876
Italy,ITA,2021-08-13,73792628
Italy,ITA,2021-08-14,73921272
Italy,ITA,2021-08-15,73974090
Italy,ITA,2021-08-16,74209163
Italy,ITA,2021-08-17,74460312
Italy,ITA,2021-08-18,74720057
Italy,ITA,2021-08-19,74962595
Italy,ITA,2021-08-20,75193953
Italy,ITA,2021-08-21,75350306
Italy,ITA,2021-08-22,75463510
Italy,ITA,2021-08-23,75773944
Italy,ITA,2021-08-24,76054845
Italy,ITA,2021-08-25,76349921
Italy,ITA,2021-08-26,76632027
Italy,ITA,2021-08-27,76922487
Italy,ITA,2021-08-28,77149717
Italy,ITA,2021-08-29,77310744
Italy,ITA,2021-08-30,77661208
Italy,ITA,2021-08-31,77985296
Italy,ITA,2021-09-01,78299241
Italy,ITA,2021-09-02,78597717
Italy,ITA,2021-09-03,78893783
Italy,ITA,2021-09-04,79114560
Italy,ITA,2021-09-05,79257704
Italy,ITA,2021-09-06,79547386
Italy,ITA,2021-09-07,79830034
Italy,ITA,2021-09-08,80101595
Italy,ITA,2021-09-09,80379909
Italy,ITA,2021-09-10,80653620
Italy,ITA,2021-09-11,80858708
Italy,ITA,2021-09-12,80990856
Italy,ITA,2021-09-13,81247111
Italy,ITA,2021-09-14,81486213
Italy,ITA,2021-09-15,81709717
Italy,ITA,2021-09-16,81925643
Italy,ITA,2021-09-17,82143904
Italy,ITA,2021-09-18,82350750
Italy,ITA,2021-09-19,82481432
Italy,ITA,2021-09-20,82747749
Italy,ITA,2021-09-21,83003432
Italy,ITA,2021-09-22,83254927
